Module	Genes	Genes_coding	Genes_protein_and_non_coding	Genes_ncRNA	Genes_lncRNA
19156	78	5	30	31	12
19157	72	17	27	10	18
19158	26	0	20	4	2
19159	103	0	39	53	11
19160	107	24	59	9	15
19161	144	16	89	20	19
19162	70	9	14	14	33
19163	25	6	16	2	1
19164	68	11	39	9	9
19165	38	26	9	1	2
19166	52	12	6	14	20
19167	33	0	20	4	9
19168	79	48	6	22	3
19169	23	11	0	5	7
19170	12	6	1	1	4
19171	12	2	6	3	1
19172	20	7	0	4	9
19173	19	0	12	7	0
19174	18	2	8	0	8
19175	18	2	8	0	8
19176	13	0	4	0	9
19177	18	0	2	15	1
19178	13	0	3	6	4
19179	26	8	7	8	3
19180	52	6	18	12	16
19181	42	2	20	16	4
19182	17	0	10	2	5
19183	81	48	14	13	6
19184	24	0	11	0	13
19185	34	3	20	5	6
19186	52	31	18	1	2
19187	96	26	55	4	11
19188	113	7	83	10	13
19189	26	2	15	8	1
19190	145	32	76	28	9
19191	50	33	17	0	0
19192	53	3	28	13	9
19193	27	9	16	0	2
19195	54	0	46	5	3
19197	60	0	37	17	6
19198	47	6	31	2	8
19199	30	0	12	10	8
19200	15	4	0	8	3
19201	37	12	19	6	0
19202	40	12	24	3	1
19203	11	0	8	1	2
19204	35	4	16	13	2
19205	29	3	14	2	10
19206	129	8	37	34	50
19207	66	0	28	22	16
19208	27	14	6	4	3
19209	18	0	15	2	1
19210	10	0	2	6	2
19212	18	6	8	0	4
19214	26	15	11	0	0
19215	26	15	11	0	0
19220	187	26	60	49	52
19222	11	0	8	1	2
19225	46	11	22	5	8
19226	28	9	5	9	5
19227	36	29	6	1	0
19228	14	3	6	4	1
19229	209	58	89	27	35
19230	13	0	0	12	1
19231	27	0	24	1	2
19232	7	0	4	0	3
19233	19	4	1	3	11
19234	31	5	0	6	20
19235	70	0	61	4	5
19236	21	0	13	3	5
19237	62	0	62	0	0
19238	51	9	25	10	7
19239	17	0	2	13	2
19240	43	7	18	18	0
19241	53	4	37	6	6
19242	33	2	6	8	17
19243	25	6	7	6	6
19244	54	18	25	11	0
19245	26	13	0	13	0
19246	14	0	5	5	4
19247	36	3	10	0	23
19248	14	2	7	3	2
19249	39	5	16	0	18
19250	12	0	3	7	2
19251	16	5	2	6	3
19252	21	9	6	0	6
19253	29	0	7	10	12
19254	48	26	17	3	2
19255	51	16	21	6	8
19256	31	9	0	20	2
19257	61	20	23	4	14
19258	70	12	45	5	8
19259	34	12	19	2	1
19260	218	38	72	68	40
19261	191	54	67	54	16
19262	30	0	26	0	4
19263	79	17	32	18	12
19264	18	2	2	3	11
19265	174	6	83	48	37
19266	143	27	73	25	18
19267	186	37	105	27	17
19268	89	19	38	25	7
19269	233	33	114	48	38
19270	27	2	2	21	2
19271	36	0	17	16	3
19272	31	5	6	14	6
19273	24	15	1	8	0
19274	55	38	13	3	1
19275	36	13	8	11	4
19276	38	22	7	6	3
19277	27	0	15	7	5
19278	19	0	11	0	8
19279	27	5	14	1	7
19280	184	12	65	74	33
19281	140	24	53	22	41
19282	27	5	13	9	0
19283	52	19	21	9	3
19284	164	0	103	35	26
19285	14	0	2	9	3
19286	228	86	80	45	17
19287	94	34	48	12	0
19288	86	72	5	8	1
19289	70	0	61	4	5
19290	306	82	118	69	37
19291	170	33	82	26	29
19292	48	8	6	22	12
19293	38	2	22	11	3
19294	37	0	4	12	21
19295	66	0	54	4	8
19296	52	2	31	9	10
19297	17	7	1	9	0
19298	22	3	3	1	15
19299	23	5	10	6	2
19300	19	0	11	3	5
19301	19	0	11	3	5
19302	24	5	7	11	1
19303	22	0	22	0	0
19304	37	6	20	0	11
19305	17	0	8	2	7
19306	26	16	4	6	0
19307	27	2	4	14	7
19308	31	4	0	5	22
19309	87	51	24	7	5
19310	22	5	14	3	0
19311	76	8	40	8	20
19312	85	2	78	2	3
19313	59	24	19	1	15
19314	19	0	3	1	15
19315	22	2	7	13	0
19316	44	5	20	16	3
